,Date,Close
0,2019-01-02,11.989724159240723
1,2019-01-03,11.415541648864746
2,2019-01-04,11.85347843170166
3,2019-01-07,11.872941017150879
4,2019-01-08,12.50551700592041
5,2019-01-09,12.06757926940918
6,2019-01-10,11.834013938903809
7,2019-01-11,11.785353660583496
8,2019-01-14,11.143049240112305
9,2019-01-15,11.337686538696289
10,2019-01-16,11.444738388061523
11,2019-01-17,10.851089477539062
12,2019-01-18,10.987337112426758
13,2019-01-22,10.89001750946045
14,2019-01-23,11.152779579162598
15,2019-01-24,11.435005187988281
16,2019-01-25,11.629644393920898
17,2019-01-28,11.52259349822998
18,2019-01-29,11.405811309814453
19,2019-01-30,11.327956199645996
20,2019-01-31,11.49339771270752
21,2019-02-01,11.590716361999512
22,2019-02-04,11.746427536010742
23,2019-02-05,11.950797080993652
24,2019-02-06,11.834013938903809
25,2019-02-07,11.688035011291504
26,2019-02-08,11.551789283752441
27,2019-02-11,11.756157875061035
28,2019-02-12,12.135704040527344
29,2019-02-13,12.54444408416748
30,2019-02-14,12.816938400268555
31,2019-02-15,12.50551700592041
32,2019-02-19,12.242754936218262
33,2019-02-20,12.427660942077637
34,2019-02-21,12.34007453918457
35,2019-02-22,12.369270324707031
36,2019-02-25,13.235410690307617
37,2019-02-26,12.797473907470703
38,2019-02-27,12.369270324707031
39,2019-02-28,12.417929649353027
40,2019-03-01,12.427660942077637
41,2019-03-04,12.02865219116211
42,2019-03-05,12.271950721740723
43,2019-03-06,12.194095611572266
44,2019-03-07,12.164899826049805
45,2019-03-08,11.688035011291504
46,2019-03-11,11.697768211364746
47,2019-03-12,11.77562427520752
48,2019-03-13,11.629644393920898
49,2019-03-14,11.717231750488281
50,2019-03-15,12.106507301330566
51,2019-03-18,12.359536170959473
52,2019-03-19,12.320611000061035
53,2019-03-20,12.437393188476562
54,2019-03-21,12.476319313049316
55,2019-03-22,12.447125434875488
56,2019-03-25,12.349806785583496
57,2019-03-26,12.37900161743164
58,2019-03-27,11.756157875061035
59,2019-03-28,11.736695289611816
60,2019-03-29,11.736695289611816
61,2019-04-01,11.960530281066895
62,2019-04-02,12.194095611572266
63,2019-04-03,12.388733863830566
64,2019-04-04,12.534712791442871
65,2019-04-05,12.563907623291016
66,2019-04-08,12.670960426330566
67,2019-04-09,12.758546829223633
68,2019-04-10,13.00184440612793
69,2019-04-11,12.82667064666748
70,2019-04-12,12.914257049560547
71,2019-04-15,12.943453788757324
72,2019-04-16,12.923988342285156
73,2019-04-17,14.354582786560059
74,2019-04-18,14.062623023986816
75,2019-04-22,14.004233360290527
76,2019-04-23,13.81932544708252
77,2019-04-24,13.420317649841309
78,2019-04-25,13.040772438049316
79,2019-04-26,13.186751365661621
80,2019-04-29,13.118627548217773
81,2019-04-30,13.177019119262695
82,2019-05-01,13.16728687286377
83,2019-05-02,13.177019119262695
84,2019-05-03,13.33272933959961
85,2019-05-06,12.797473907470703
86,2019-05-07,12.398465156555176
87,2019-05-08,12.31087875366211
88,2019-05-09,12.125972747802734
89,2019-05-10,12.252487182617188
90,2019-05-13,11.765892028808594
91,2019-05-14,12.038385391235352
92,2019-05-15,12.116240501403809
93,2019-05-16,12.106507301330566
94,2019-05-17,11.726963996887207
95,2019-05-20,11.415541648864746
96,2019-05-21,11.580984115600586
97,2019-05-22,11.464200973510742
98,2019-05-23,11.094388961791992
99,2019-05-24,11.230634689331055
100,2019-05-28,11.678303718566895
101,2019-05-29,11.717231750488281
102,2019-05-30,11.571252822875977
103,2019-05-31,11.28902816772461
104,2019-06-03,11.435005187988281
105,2019-06-04,11.337686538696289
106,2019-06-05,11.1917085647583
107,2019-06-06,11.707499504089355
108,2019-06-07,11.863210678100586
109,2019-06-10,11.705764770507812
110,2019-06-11,11.872011184692383
111,2019-06-12,11.607972145080566
112,2019-06-13,11.51995849609375
113,2019-06-14,11.265698432922363
114,2019-06-17,11.373269081115723
115,2019-06-18,11.568854331970215
116,2019-06-19,11.617751121520996
117,2019-06-20,11.852453231811523
118,2019-06-21,11.783998489379883
119,2019-06-24,11.774218559265137
120,2019-06-25,11.627531051635742
121,2019-06-26,11.578634262084961
122,2019-06-27,11.607972145080566
123,2019-06-28,11.783998489379883
124,2019-07-01,11.911128044128418
125,2019-07-02,12.165388107299805
126,2019-07-03,12.233843803405762
127,2019-07-05,11.911128044128418
128,2019-07-08,11.647089958190918
129,2019-07-09,11.852453231811523
130,2019-07-10,11.95024585723877
131,2019-07-11,11.823116302490234
132,2019-07-12,11.832895278930664
133,2019-07-15,11.969802856445312
134,2019-07-16,11.911128044128418
135,2019-07-17,12.096933364868164
136,2019-07-18,11.920906066894531
137,2019-07-19,11.95024585723877
138,2019-07-22,12.02847957611084
139,2019-07-23,12.331635475158691
140,2019-07-24,12.419649124145508
141,2019-07-25,12.243623733520508
142,2019-07-26,12.625014305114746
143,2019-07-29,12.419649124145508
144,2019-07-30,12.341415405273438
145,2019-07-31,12.253401756286621
146,2019-08-01,11.862232208251953
147,2019-08-02,11.705764770507812
148,2019-08-05,11.226580619812012
149,2019-08-06,11.207021713256836
150,2019-08-07,10.786515235900879
151,2019-08-08,11.001657485961914
152,2019-08-09,10.86474895477295
153,2019-08-12,10.678942680358887
154,2019-08-13,10.737617492675781
155,2019-08-14,10.414902687072754
156,2019-08-15,10.385564804077148
157,2019-08-16,10.454019546508789
158,2019-08-19,10.708279609680176
159,2019-08-20,10.747397422790527
160,2019-08-21,10.571371078491211
161,2019-08-22,10.08240795135498
162,2019-08-23,9.613004684448242
163,2019-08-26,9.759693145751953
164,2019-08-27,9.515212059020996
165,2019-08-28,9.476094245910645
166,2019-08-29,9.789031028747559
167,2019-08-30,10.141083717346191
168,2019-09-03,9.847705841064453
169,2019-09-04,9.779251098632812
170,2019-09-05,10.121525764465332
171,2019-09-06,10.229097366333008
172,2019-09-09,10.463798522949219
173,2019-09-10,10.35622787475586
174,2019-09-11,10.542033195495605
175,2019-09-12,10.268214225769043
176,2019-09-13,10.620266914367676
177,2019-09-16,10.512694358825684
178,2019-09-17,10.4246826171875
179,2019-09-18,10.473577499389648
180,2019-09-19,10.385564804077148
181,2019-09-20,10.209538459777832
182,2019-09-23,10.09218692779541
183,2019-09-24,10.013954162597656
184,2019-09-25,9.730355262756348
185,2019-09-26,9.730355262756348
186,2019-09-27,9.642341613769531
187,2019-09-30,9.701016426086426
188,2019-10-01,9.701016426086426
189,2019-10-02,9.573887825012207
190,2019-10-03,9.52499008178711
191,2019-10-04,9.593446731567383
192,2019-10-07,9.485873222351074
193,2019-10-08,9.515212059020996
194,2019-10-09,9.436976432800293
195,2019-10-10,9.485873222351074
196,2019-10-11,9.68145751953125
197,2019-10-14,9.632564544677734
198,2019-10-15,9.505433082580566
199,2019-10-16,9.534770965576172
200,2019-10-17,9.573887825012207
201,2019-10-18,9.534770965576172
202,2019-10-21,9.495652198791504
203,2019-10-22,9.446757316589355
204,2019-10-23,9.554329872131348
205,2019-10-24,9.544548988342285
206,2019-10-25,9.573887825012207
207,2019-10-28,9.83792781829834
208,2019-10-29,9.622783660888672
209,2019-10-30,9.319625854492188
210,2019-10-31,9.172938346862793
211,2019-11-01,9.417418479919434
212,2019-11-04,9.505433082580566
213,2019-11-05,9.52499008178711
214,2019-11-06,9.388082504272461
215,2019-11-07,9.720575332641602
216,2019-11-08,9.701016426086426
217,2019-11-11,9.603224754333496
218,2019-11-12,9.515212059020996
219,2019-11-13,9.446757316589355
220,2019-11-14,9.456535339355469
221,2019-11-15,9.485873222351074
222,2019-11-18,9.456535339355469
223,2019-11-19,9.436976432800293
224,2019-11-20,9.388082504272461
225,2019-11-21,9.358742713928223
226,2019-11-22,9.388082504272461
227,2019-11-25,9.573887825012207
228,2019-11-26,9.613004684448242
229,2019-11-27,9.485873222351074
230,2019-11-29,9.241392135620117
231,2019-12-02,9.153379440307617
232,2019-12-03,9.163158416748047
233,2019-12-04,9.309847831726074
234,2019-12-05,9.241392135620117
235,2019-12-06,9.153379440307617
236,2019-12-09,9.172938346862793
237,2019-12-10,9.143601417541504
238,2019-12-11,9.309847831726074
239,2019-12-12,9.300067901611328
240,2019-12-13,9.388082504272461
241,2019-12-16,9.554329872131348
242,2019-12-17,9.710797309875488
243,2019-12-18,9.417418479919434
244,2019-12-19,9.348965644836426
245,2019-12-20,9.339184761047363
246,2019-12-23,9.231613159179688
247,2019-12-24,9.300067901611328
248,2019-12-26,9.348965644836426
249,2019-12-27,9.358742713928223
250,2019-12-30,9.613004684448242
251,2019-12-31,9.691238403320312
252,2020-01-02,9.867264747619629
253,2020-01-03,9.769472122192383
254,2020-01-06,9.68145751953125
255,2020-01-07,9.603224754333496
256,2020-01-08,9.652121543884277
257,2020-01-09,9.66189956665039
258,2020-01-10,9.671679496765137
259,2020-01-13,11.148346900939941
260,2020-01-14,11.226580619812012
261,2020-01-15,11.412385940551758
262,2020-01-16,11.363490104675293
